student_id,age,gender,study_hours_per_day,sleep_hours,social_media_hours,attendance_percentage,assignment_completion_rate,stress_level,burnout_level,exam_score
2496,25,Male,1.7,9.0,3.1,85.5,89.2,6,Medium,15.0
2497,21,Female,1.7,7.3,2.9,93.4,64.7,3,Low,33.8
2498,19,Male,8.7,6.7,3.6,98.8,60.9,4,Low,66.9
2499,20,Male,2.9,7.8,2.9,97.6,98.9,8,Medium,16.4
2500,21,Female,7.0,8.2,5.6,66.3,95.6,6,Medium,47.2
2501,23,Female,5.9,8.0,1.4,71.1,98.3,9,Medium,37.8
2502,24,Female,8.5,4.1,1.6,55.5,48.5,8,High,41.1
2503,18,Male,2.1,4.9,5.5,62.4,93.5,8,High,15.6
2504,23,Female,2.2,7.3,0.5,94.1,59.7,10,Medium,20.6
2505,23,Male,6.0,5.9,3.7,68.0,40.8,10,High,41.6
2506,24,Female,9.5,8.9,4.1,81.0,63.5,7,Medium,60.3
2507,18,Male,4.7,7.3,3.0,83.3,70.6,10,Medium,29.0
2508,23,Female,3.9,8.8,4.2,89.1,46.5,1,Low,49.7
2509,21,Male,6.5,5.0,1.0,59.1,72.3,5,Medium,48.3
2510,21,Female,9.4,8.3,5.1,65.2,89.2,7,Medium,62.9
2511,21,Male,8.5,5.6,0.8,72.4,62.7,10,High,41.2
2512,18,Female,10.0,8.9,2.4,68.2,61.2,9,Medium,54.6
2513,23,Female,1.2,4.8,0.5,99.1,60.3,4,Low,24.6
2514,25,Male,2.0,6.6,3.3,91.7,95.4,8,Medium,33.1
2515,18,Female,6.5,8.0,4.0,74.0,42.9,1,Low,52.9
2516,21,Male,8.4,6.2,5.6,94.0,66.7,4,Low,67.0
2517,24,Male,3.6,6.3,4.4,67.4,55.9,4,Low,29.4
2518,23,Female,3.2,8.9,3.2,89.3,93.6,2,Low,41.3
2519,23,Male,8.1,6.1,5.6,61.2,45.8,3,Low,43.8
2520,22,Female,1.5,7.0,2.9,88.6,64.7,3,Low,33.3
2521,22,Female,4.3,4.3,3.4,72.8,64.4,9,High,31.9
2522,19,Male,5.6,8.2,3.6,55.4,93.3,7,Medium,27.7
2523,25,Female,6.0,7.2,2.5,63.7,52.9,2,Low,36.1
2524,25,Male,7.6,6.0,5.0,70.1,78.7,9,Medium,48.4
2525,20,Male,4.2,4.1,1.1,87.5,48.1,8,High,38.0
2526,25,Female,6.5,7.0,3.3,53.6,97.2,6,Medium,40.5
2527,22,Female,6.3,4.1,4.3,83.0,75.6,6,Medium,43.5
2528,18,Male,5.9,4.0,5.4,85.8,77.6,2,Low,49.8
2529,25,Male,6.8,7.1,5.3,82.7,66.0,3,Low,59.5
2530,22,Female,3.3,4.9,3.1,88.0,60.5,6,Medium,29.3
2531,19,Female,1.8,5.0,3.9,58.9,52.8,3,Low,21.5
2532,23,Female,2.1,7.3,2.4,79.4,76.2,7,Medium,20.3
2533,25,Female,3.0,4.3,2.8,97.1,97.3,5,Medium,35.8
2534,19,Male,5.5,5.6,5.4,80.5,61.6,4,Low,43.1
2535,23,Female,8.6,4.7,5.6,80.6,93.0,8,High,51.2
2536,24,Male,7.3,6.9,5.4,86.8,48.9,2,Low,67.5
2537,24,Male,8.1,7.3,0.8,66.7,96.2,3,Low,57.1
2538,23,Female,4.2,7.6,5.1,85.0,61.0,10,Medium,28.4
2539,25,Male,4.6,5.3,5.7,95.8,62.8,4,Low,47.8
2540,20,Female,4.5,4.4,2.2,50.5,67.8,10,High,12.1
2541,22,Male,2.7,4.4,3.1,93.5,83.1,6,Medium,34.6
2542,18,Female,1.6,6.1,4.7,60.9,83.2,5,Medium,17.8
2543,18,Male,6.3,8.7,3.4,72.8,68.8,5,Medium,40.3
2544,21,Male,9.9,5.1,6.0,92.6,71.4,7,Medium,62.8
2545,23,Female,2.5,5.3,2.7,91.2,41.8,8,High,26.5
2546,18,Female,1.4,4.5,4.3,94.6,58.3,6,Medium,23.8
2547,25,Male,8.0,7.0,4.8,97.0,60.8,3,Low,68.5
2548,20,Male,3.3,7.4,3.0,72.4,73.5,4,Low,26.5
2549,23,Female,8.5,7.2,5.1,82.8,73.5,1,Low,59.7
2550,20,Male,7.3,8.3,3.3,69.5,82.6,5,Medium,43.5
2551,25,Female,9.5,6.4,2.5,67.5,83.0,10,Medium,45.7
2552,18,Male,4.7,4.7,0.6,71.6,54.1,8,High,29.7
2553,18,Female,7.0,5.4,2.4,87.2,86.2,3,Low,53.5
2554,21,Male,5.2,7.3,4.4,75.1,41.2,10,Medium,22.6
2555,18,Female,6.7,7.1,5.5,90.7,83.0,4,Low,45.9
2556,23,Female,5.0,6.7,1.5,87.3,46.1,4,Low,36.8
2557,25,Male,2.7,7.4,2.1,51.0,83.8,6,Medium,15.4
2558,24,Female,5.6,7.2,0.9,81.5,71.6,9,Medium,30.4
2559,25,Male,5.8,8.4,4.1,71.8,66.2,10,Medium,28.6
2560,23,Female,8.3,6.9,5.8,72.8,81.4,3,Low,64.0
2561,23,Female,7.6,7.9,3.8,90.9,42.2,4,Low,51.4
2562,21,Female,7.0,5.2,3.7,77.4,53.4,6,Medium,47.7
2563,21,Male,2.0,7.4,3.3,94.3,77.0,6,Medium,20.4
2564,18,Female,7.5,8.5,0.5,85.6,90.8,7,Medium,42.5
2565,19,Male,5.5,5.9,4.4,77.6,62.9,1,Low,50.6
2566,25,Female,9.0,7.9,3.6,87.7,55.5,9,Medium,56.7
2567,25,Male,9.3,7.6,4.0,51.9,71.1,2,Low,62.0
2568,19,Male,1.5,4.3,5.4,51.4,77.3,4,Low,20.5
2569,21,Male,8.4,6.9,4.7,54.2,65.2,3,Low,51.4
2570,18,Female,1.3,4.7,4.7,71.9,92.6,3,Low,23.4
2571,19,Male,4.3,8.8,5.6,61.8,71.4,5,Medium,28.1
2572,18,Female,5.9,8.1,5.9,99.2,42.1,7,Medium,51.7
2573,18,Male,2.3,4.5,3.5,77.1,53.4,7,Medium,16.1
2574,18,Male,7.7,4.6,0.7,83.1,67.0,7,Medium,51.9
2575,22,Male,1.1,7.0,2.8,63.9,81.9,3,Low,13.3
2576,23,Male,2.5,5.7,4.7,66.1,53.2,9,High,14.9
2577,18,Female,6.2,4.2,0.2,66.8,98.6,6,Medium,31.0
2578,22,Male,7.4,6.7,0.3,84.9,59.1,10,Medium,43.6
2579,21,Male,9.2,5.9,0.4,73.7,71.9,8,High,62.0
2580,19,Female,7.3,4.5,4.4,75.9,41.1,1,Low,54.5
2581,23,Male,7.0,8.0,3.0,79.6,93.1,4,Low,49.7
2582,24,Male,4.5,8.6,2.2,88.4,87.3,7,Medium,39.4
2583,19,Male,1.0,7.8,0.6,54.5,51.7,9,Medium,3.6
2584,23,Male,2.1,8.1,4.4,88.8,96.0,3,Low,37.3
2585,24,Female,5.8,5.1,1.9,78.2,59.0,6,Medium,42.4
2586,19,Female,7.1,5.3,1.6,83.5,81.5,8,High,48.9
2587,23,Male,4.8,5.0,3.9,66.4,89.1,3,Low,28.0
2588,19,Female,7.6,7.8,3.4,70.5,84.5,6,Medium,47.6
2589,19,Female,5.7,8.7,2.2,61.6,95.1,9,Medium,23.4
2590,24,Male,1.7,7.6,3.8,99.0,91.9,9,Medium,18.2
2591,19,Female,2.7,8.4,1.6,74.9,99.7,6,Medium,26.1
2592,19,Male,8.6,7.2,4.8,99.8,51.0,5,Medium,61.8
2593,24,Female,7.5,5.9,1.4,74.5,58.3,1,Low,53.9
2594,21,Female,9.1,6.1,1.0,61.0,78.2,3,Low,64.1
2595,18,Female,2.1,4.4,4.7,75.4,84.0,3,Low,32.2
2596,25,Male,9.9,4.2,4.2,52.0,72.1,4,Low,50.2
2597,20,Female,2.9,7.5,1.1,95.2,44.4,5,Medium,36.9
2598,22,Male,1.1,6.2,0.7,90.9,90.5,8,Medium,17.6
2599,20,Male,10.0,6.8,5.0,86.3,97.7,9,Medium,59.1
2600,20,Female,3.5,6.8,4.7,80.5,64.3,7,Medium,35.4
2601,23,Male,7.0,5.4,2.0,79.0,53.5,10,High,39.5
2602,18,Female,2.6,6.4,3.9,99.8,41.2,6,Medium,34.5
2603,23,Male,6.2,6.4,0.7,63.9,54.2,3,Low,45.2
2604,18,Male,9.1,5.9,3.0,89.0,82.0,9,High,55.3
2605,24,Female,3.9,8.1,0.1,79.1,94.7,10,Medium,18.6
2606,24,Female,7.0,6.3,2.3,98.8,45.6,1,Low,74.9
2607,25,Female,2.7,7.0,0.4,91.4,73.2,9,Medium,7.5
2608,18,Female,6.6,8.5,2.9,99.9,81.7,3,Low,53.3
2609,19,Male,4.0,8.3,2.5,79.4,56.6,9,Medium,23.4
2610,21,Male,2.9,8.5,2.7,60.2,74.2,10,Medium,17.1
2611,25,Male,3.8,5.4,0.3,75.2,82.9,1,Low,32.5
2612,25,Female,2.6,4.2,2.2,85.6,90.3,8,High,21.8
2613,19,Male,9.1,5.3,4.5,88.7,67.1,6,Medium,64.0
2614,21,Female,4.6,5.4,2.2,50.0,84.9,9,High,13.9
2615,23,Male,3.2,8.5,4.3,75.3,58.1,4,Low,29.9
2616,21,Female,5.0,7.2,2.2,61.8,52.8,5,Medium,32.7
2617,23,Male,3.9,4.4,2.5,93.7,51.2,6,Medium,32.6
2618,24,Male,7.7,4.7,3.4,57.6,61.5,9,High,38.0
2619,20,Female,9.7,4.8,5.7,83.3,42.2,6,Medium,59.4
2620,24,Male,4.9,7.2,0.7,63.3,57.0,9,Medium,30.3
2621,24,Female,8.7,7.7,0.2,67.8,79.1,2,Low,62.5
2622,20,Male,6.1,8.3,3.6,97.0,78.9,4,Low,50.7
2623,21,Male,2.4,8.7,5.7,62.0,44.4,3,Low,24.9
2624,25,Female,7.2,5.0,5.9,54.8,57.2,4,Low,42.5
2625,21,Female,5.6,5.5,2.9,53.5,74.2,1,Low,48.7
2626,23,Male,6.9,5.2,2.8,75.2,59.1,2,Low,55.3
2627,19,Male,9.0,5.8,3.9,82.1,65.1,4,Low,60.9
2628,23,Male,5.0,8.6,3.3,66.4,82.8,10,Medium,27.1
2629,19,Male,9.1,6.9,3.8,84.5,40.6,4,Low,72.3
2630,24,Male,7.8,7.7,5.2,53.1,56.6,5,Medium,41.5
2631,20,Male,5.4,6.5,4.5,92.9,48.5,9,Medium,41.3
2632,24,Female,6.4,4.1,3.0,90.8,47.7,1,Low,59.3
2633,18,Female,3.9,4.3,2.8,99.3,97.5,8,High,32.2
2634,21,Female,9.9,6.7,3.8,96.8,62.6,3,Low,68.9
2635,19,Male,7.0,7.6,2.7,67.8,71.6,9,Medium,41.6
2636,23,Male,1.4,5.1,2.7,70.0,84.0,8,High,13.5
2637,20,Male,3.9,7.6,0.1,87.3,42.8,8,Medium,36.9
2638,19,Female,6.6,8.1,1.0,56.7,54.5,9,Medium,37.8
2639,23,Female,1.5,6.1,2.9,65.7,89.9,4,Low,20.7
2640,21,Male,1.2,7.7,4.9,55.9,91.7,5,Medium,9.2
2641,24,Male,5.1,6.0,1.7,72.7,62.4,7,Medium,43.6
2642,21,Female,4.0,7.4,3.1,77.6,62.5,2,Low,36.2
2643,22,Female,4.9,7.8,2.1,60.6,85.4,7,Medium,32.8
2644,18,Female,3.4,9.0,0.6,51.3,57.7,3,Low,17.5
2645,22,Male,2.5,5.7,5.7,86.0,47.0,6,Medium,34.2
2646,20,Male,7.2,6.1,5.1,51.0,55.5,6,Medium,29.1
2647,19,Male,5.6,4.8,0.5,98.7,63.2,6,Medium,44.0
2648,20,Female,2.8,5.0,4.3,61.1,43.1,10,High,7.0
2649,24,Female,3.9,7.5,2.1,83.2,68.7,2,Low,47.4
2650,23,Male,6.3,8.6,6.0,71.7,84.4,9,Medium,31.3
2651,21,Male,1.7,6.0,1.8,53.0,70.8,8,Medium,11.0
2652,22,Female,2.3,4.9,1.4,73.6,44.3,7,Medium,20.9
2653,25,Male,1.7,5.4,3.4,75.8,66.4,9,High,6.0
2654,22,Female,8.3,6.3,5.0,92.7,82.5,4,Low,66.5
2655,24,Female,7.8,5.5,1.2,86.6,43.5,2,Low,60.9
2656,22,Male,7.8,5.2,4.3,54.0,43.6,4,Low,54.7
2657,24,Female,7.4,7.7,0.4,60.5,62.2,10,Medium,38.2
2658,25,Male,7.0,4.0,5.5,65.6,51.7,3,Low,44.9
2659,20,Female,5.3,6.7,0.5,55.8,96.1,2,Low,38.2
2660,21,Female,6.8,8.0,5.5,72.8,74.9,2,Low,50.7
2661,19,Male,1.3,5.3,2.9,99.2,57.2,8,High,24.1
2662,23,Female,6.6,7.0,2.7,75.7,82.3,5,Medium,49.4
2663,19,Male,8.0,7.3,5.8,87.1,62.5,6,Medium,50.8
2664,20,Male,5.5,7.3,5.9,84.1,47.9,8,Medium,41.5
2665,23,Female,4.2,6.2,3.9,92.5,54.2,7,Medium,36.8
2666,22,Male,3.5,5.7,0.8,60.8,78.6,7,Medium,25.1
2667,25,Male,6.8,8.2,3.0,87.7,43.1,7,Medium,48.9
2668,25,Male,7.2,7.8,3.2,94.1,56.4,7,Medium,54.4
2669,18,Male,8.8,5.6,3.1,58.6,52.5,8,High,40.9
2670,20,Male,4.1,4.5,3.4,67.3,52.1,1,Low,39.6
2671,20,Male,7.9,4.4,0.1,98.5,81.0,3,Low,68.1
2672,21,Female,6.1,4.5,4.3,89.0,89.5,1,Low,60.8
2673,19,Male,8.9,6.9,4.3,64.1,83.0,8,Medium,53.3
2674,20,Female,5.8,4.3,0.7,78.2,78.7,2,Low,44.0
2675,20,Female,5.7,5.7,3.4,70.2,95.0,7,Medium,46.0
2676,22,Male,6.2,7.8,3.4,74.5,43.5,6,Medium,50.2
2677,22,Female,7.7,5.5,4.1,67.8,50.0,1,Low,52.5
2678,23,Female,9.7,7.8,0.5,64.0,64.9,6,Medium,54.2
2679,24,Male,1.7,7.7,3.8,83.7,62.3,9,Medium,19.0
2680,24,Male,1.5,5.2,1.7,88.9,65.1,3,Low,24.6
2681,18,Male,9.4,7.6,3.0,93.7,52.4,7,Medium,64.0
2682,24,Female,5.8,7.7,4.6,57.8,49.0,4,Low,39.4
2683,21,Female,6.5,6.0,4.2,91.1,70.6,1,Low,64.3
2684,18,Male,5.3,5.1,0.7,62.7,95.7,7,Medium,33.5
2685,23,Male,1.8,6.6,3.5,71.4,63.5,1,Low,18.3
2686,22,Female,7.9,8.6,5.8,95.1,42.6,4,Low,64.3
2687,24,Female,7.7,7.2,0.9,72.7,82.4,9,Medium,48.5
2688,19,Female,3.8,4.9,5.1,59.9,57.5,5,Medium,26.7
2689,22,Female,3.8,7.4,4.2,58.0,54.7,7,Medium,23.1
2690,25,Male,8.5,6.1,4.6,73.6,59.5,7,Medium,51.3
2691,21,Female,1.7,7.0,1.7,88.1,83.4,3,Low,26.0
2692,22,Female,8.9,7.7,1.7,99.9,89.1,8,Medium,70.8
2693,21,Female,3.3,6.6,5.4,89.4,75.3,1,Low,37.4
2694,21,Female,6.3,8.1,2.2,93.9,59.3,4,Low,56.3
2695,21,Male,9.4,7.6,0.4,87.4,58.6,10,Medium,57.8
2696,23,Male,7.1,7.1,3.6,94.8,47.5,4,Low,53.7
2697,21,Female,4.7,4.8,0.7,53.8,96.0,2,Low,31.0
2698,21,Female,7.2,8.2,4.8,96.5,78.3,6,Medium,52.4
2699,25,Male,4.1,8.7,3.9,69.8,41.6,1,Low,42.9
2700,19,Male,3.5,4.7,5.2,96.1,79.7,3,Low,41.9
2701,18,Female,10.0,6.4,4.7,53.8,66.8,9,Medium,57.2
2702,20,Female,7.8,5.3,0.7,85.8,98.4,10,High,41.8
2703,25,Male,6.8,7.8,2.3,86.8,89.1,6,Medium,45.2
2704,18,Male,4.2,7.6,4.6,99.8,50.3,2,Low,51.3
2705,21,Male,1.4,4.7,2.5,88.4,83.2,9,High,7.2
2706,19,Male,1.3,8.4,5.8,69.1,69.1,2,Low,20.4
2707,22,Male,6.0,4.9,4.4,77.9,51.2,7,Medium,38.7
2708,19,Male,7.9,8.0,0.1,68.3,81.9,1,Low,57.9
2709,25,Female,5.8,6.3,5.3,59.8,72.8,5,Medium,34.4
2710,21,Male,8.6,5.6,0.6,62.4,41.8,7,Medium,38.6
2711,19,Male,1.3,4.8,0.8,61.1,78.8,3,Low,25.9
2712,24,Male,4.3,4.8,4.4,77.4,78.1,4,Low,43.5
2713,19,Male,3.1,7.3,5.2,95.3,48.6,5,Medium,25.8
2714,21,Female,5.0,6.8,3.2,95.6,60.9,3,Low,51.0
2715,23,Female,1.7,4.6,1.7,52.7,75.2,6,Medium,11.6
2716,24,Male,9.6,4.6,2.1,54.0,48.3,3,Low,61.0
2717,19,Female,3.0,4.4,2.1,62.3,91.2,8,High,19.1
2718,20,Female,9.3,7.7,2.0,62.8,41.6,7,Medium,44.1
2719,20,Female,4.8,7.6,1.5,54.7,46.2,1,Low,42.4
2720,19,Female,9.9,4.3,3.7,69.4,47.0,2,Low,63.6
2721,23,Female,6.0,6.8,5.4,79.4,71.7,4,Low,32.8
2722,22,Female,9.4,4.4,1.8,78.9,77.2,5,Medium,61.7
2723,21,Male,1.0,8.5,1.1,77.2,64.2,10,Medium,0.3
2724,20,Male,7.7,8.5,5.0,66.9,57.3,4,Low,56.3
2725,22,Male,9.1,7.5,4.5,85.3,88.6,4,Low,61.6
2726,19,Male,2.3,8.6,5.6,91.3,44.1,9,Medium,21.3
2727,25,Male,1.9,8.1,1.0,67.3,56.8,4,Low,24.3
2728,22,Female,4.8,8.1,0.9,54.3,42.3,4,Low,32.8
2729,24,Male,9.4,6.8,3.2,64.8,40.8,4,Low,55.5
2730,18,Male,5.9,5.5,3.7,56.9,61.2,2,Low,48.2
2731,20,Female,5.7,5.1,2.9,73.4,51.7,8,High,34.0
2732,19,Female,2.3,5.6,3.6,57.8,56.1,4,Low,15.2
2733,25,Male,1.0,7.1,1.1,73.1,89.3,5,Medium,18.7
2734,21,Female,8.3,4.9,2.9,61.1,49.8,8,High,43.4
2735,25,Female,1.8,5.3,3.9,86.9,86.8,4,Low,27.0
2736,23,Female,6.7,6.3,2.6,51.4,80.5,5,Medium,39.5
2737,24,Female,9.2,5.2,4.1,77.7,59.6,5,Medium,59.6
2738,19,Male,2.9,6.9,2.7,58.5,72.8,6,Medium,27.3
2739,21,Female,7.0,8.6,2.0,50.0,66.7,7,Medium,32.0
2740,23,Male,1.7,7.7,1.8,93.5,47.7,3,Low,20.1
2741,23,Male,6.4,7.3,2.5,83.6,94.4,10,Medium,37.1
2742,19,Female,2.5,6.9,0.1,54.9,74.2,3,Low,27.1
2743,24,Female,7.6,6.4,4.0,83.2,92.8,9,Medium,37.1
2744,22,Female,3.7,4.9,5.1,80.6,89.4,1,Low,42.5
2745,22,Male,5.2,8.5,2.1,73.7,44.8,10,Medium,21.1
2746,23,Female,6.4,5.2,0.3,71.0,52.4,8,High,41.5
2747,22,Female,2.5,4.5,5.9,94.4,48.7,10,High,20.9
2748,18,Female,7.7,7.8,1.6,62.3,89.8,3,Low,46.8
2749,23,Female,3.7,4.9,0.8,69.9,91.7,5,Medium,21.5
2750,23,Female,7.0,5.9,2.2,66.5,71.7,3,Low,59.9
2751,21,Male,2.4,4.1,4.4,88.6,46.3,10,High,30.1
2752,22,Female,7.2,4.7,1.8,95.8,48.1,1,Low,57.3
2753,24,Female,2.2,4.9,3.4,92.5,88.8,10,High,13.2
2754,23,Female,4.8,4.3,2.5,89.9,95.8,5,Medium,41.4
2755,25,Male,3.2,7.3,0.7,99.3,52.0,8,Medium,27.9
2756,24,Female,7.7,8.2,2.0,84.9,40.7,5,Medium,52.3
2757,18,Male,3.4,5.9,4.3,87.6,59.9,4,Low,36.7
2758,21,Male,8.9,8.4,3.7,99.1,41.8,9,Medium,65.8
2759,19,Female,9.0,5.1,0.7,50.3,89.7,1,Low,64.9
2760,24,Female,2.8,5.6,1.0,81.7,69.5,5,Medium,26.9
2761,23,Female,6.5,4.8,3.8,86.9,78.5,1,Low,60.2
2762,18,Male,1.8,7.1,4.9,95.9,64.7,6,Medium,16.5
2763,20,Male,4.5,6.1,2.1,94.2,60.7,10,Medium,31.4
2764,18,Male,7.4,7.1,3.6,92.1,53.3,9,Medium,45.4
2765,18,Male,6.9,7.8,1.0,97.3,86.2,2,Low,64.5
2766,21,Male,6.6,6.7,1.9,76.9,81.7,4,Low,51.2
2767,19,Male,3.5,7.1,0.1,50.3,61.6,8,Medium,18.1
2768,20,Female,4.4,8.7,4.6,50.6,59.3,3,Low,33.5
2769,22,Female,1.9,5.5,2.4,77.2,40.1,7,Medium,16.5
2770,22,Male,7.5,5.8,4.9,71.8,43.8,7,Medium,49.9
2771,24,Female,5.5,7.6,4.3,72.6,77.4,2,Low,47.6
2772,18,Female,7.4,7.1,5.0,70.0,70.9,10,Medium,37.2
2773,25,Male,3.2,4.9,1.7,95.9,66.1,4,Low,37.3
2774,21,Male,3.9,5.9,1.1,68.0,89.7,1,Low,42.1
2775,25,Female,4.0,6.3,5.8,92.8,70.2,8,Medium,36.5
2776,21,Male,1.2,6.1,4.3,95.1,63.1,10,Medium,12.8
2777,22,Male,4.1,4.9,5.0,75.0,49.7,10,High,18.5
2778,24,Female,8.2,8.6,0.1,72.3,89.2,9,Medium,42.4
2779,24,Male,9.1,7.8,2.1,88.1,74.6,1,Low,67.9
2780,24,Female,5.7,6.4,4.5,85.4,45.5,7,Medium,40.7
2781,20,Female,5.1,7.4,0.5,66.4,78.9,1,Low,49.4
2782,19,Female,1.3,8.5,3.4,55.1,65.5,1,Low,18.7
2783,20,Female,8.9,4.7,2.6,63.2,88.7,9,High,47.4
2784,23,Female,1.1,5.3,0.1,56.6,95.1,10,High,1.6
2785,23,Male,9.5,6.7,1.4,64.7,76.0,10,Medium,47.0
2786,25,Male,5.4,8.0,1.7,63.1,83.9,6,Medium,35.4
2787,19,Male,4.1,4.2,0.7,81.9,43.4,1,Low,49.1
2788,22,Male,9.3,8.9,3.8,97.7,73.6,7,Medium,63.0
2789,19,Female,1.2,6.3,1.5,84.3,85.3,3,Low,12.4
2790,21,Female,6.2,5.8,1.7,96.3,69.8,10,High,38.9
2791,23,Male,5.9,5.5,5.4,89.2,75.6,4,Low,56.1
2792,18,Female,3.0,4.9,2.8,86.4,93.9,4,Low,38.6
2793,18,Male,4.9,8.0,2.4,70.7,51.9,8,Medium,33.7
2794,22,Male,6.9,8.8,4.3,66.2,45.9,1,Low,58.3
2795,21,Male,7.5,6.1,5.5,92.3,81.4,8,Medium,53.3
2796,25,Female,1.0,8.8,0.2,95.3,89.4,9,Medium,21.4
2797,20,Female,9.4,8.1,2.7,72.6,91.0,7,Medium,49.2
2798,21,Female,2.5,6.4,3.7,50.5,78.5,1,Low,25.4
2799,18,Female,3.1,7.4,1.9,89.6,90.0,7,Medium,29.1
2800,18,Male,3.4,6.2,4.6,64.3,82.0,6,Medium,24.6
2801,25,Female,1.3,6.8,5.8,50.5,45.2,5,Medium,8.8
2802,23,Female,2.1,4.3,5.7,90.2,85.7,5,Medium,28.3
2803,21,Female,9.9,7.5,1.6,75.9,50.8,1,Low,61.8
2804,21,Male,3.8,4.3,1.4,84.3,54.2,6,Medium,34.6
2805,18,Male,2.0,8.1,5.7,95.7,63.7,4,Low,27.3
2806,20,Female,2.0,8.1,2.8,77.1,58.9,1,Low,20.2
2807,22,Female,7.5,5.2,1.2,75.2,59.3,8,High,44.1
2808,24,Female,8.7,5.6,4.2,64.5,50.2,8,High,54.6
2809,22,Female,3.3,6.4,1.7,65.3,57.6,4,Low,18.6
2810,21,Male,1.2,7.0,1.6,89.8,41.2,7,Medium,17.7
2811,22,Female,3.0,5.4,5.3,72.5,68.4,3,Low,22.6
2812,18,Female,1.5,7.0,1.0,58.2,86.1,8,Medium,10.2
2813,18,Female,1.9,5.5,0.4,54.7,91.7,7,Medium,16.3
2814,25,Male,4.9,4.3,1.6,73.6,89.2,5,Medium,32.5
2815,21,Male,3.1,4.0,3.6,73.2,65.0,5,Medium,25.3
2816,25,Female,5.6,4.5,0.7,82.7,83.8,9,High,34.1
2817,21,Female,3.3,8.0,2.8,73.6,57.3,6,Medium,32.8
2818,24,Female,9.5,8.8,3.8,57.2,43.3,6,Medium,45.7
2819,24,Female,9.2,6.1,5.1,75.4,80.6,2,Low,62.4
2820,23,Female,6.1,6.6,1.4,95.3,78.9,5,Medium,56.9
2821,21,Male,4.2,4.7,4.9,58.0,88.1,4,Low,26.8
2822,20,Male,4.4,6.8,1.4,84.5,77.0,10,Medium,25.4
2823,22,Male,4.7,4.7,4.1,79.7,49.4,3,Low,42.3
2824,21,Female,7.5,7.1,2.6,87.4,91.2,9,Medium,57.4
2825,19,Male,5.1,8.7,0.7,57.5,77.6,7,Medium,23.2
2826,23,Male,8.7,5.0,4.3,97.1,88.5,4,Low,68.4
2827,19,Male,9.5,7.8,1.3,81.0,86.4,9,Medium,47.9
2828,18,Female,4.0,4.1,1.1,92.4,57.9,9,High,24.7
2829,24,Female,6.0,5.9,2.1,62.3,44.5,7,Medium,32.1
2830,22,Male,1.9,4.6,3.9,87.0,50.6,5,Medium,27.9
2831,21,Female,2.8,5.8,1.4,89.1,45.6,9,High,20.0
2832,19,Male,4.7,4.9,1.1,69.9,54.6,7,Medium,31.1
2833,22,Male,2.9,5.9,0.1,69.2,67.6,9,High,13.7
2834,18,Male,8.9,6.1,2.8,82.9,94.4,3,Low,63.8
2835,24,Male,2.4,5.5,2.6,54.7,92.3,9,High,3.9
2836,20,Female,5.1,7.3,1.4,86.8,83.1,1,Low,43.2
2837,23,Female,6.5,8.6,0.3,52.1,41.4,5,Medium,35.6
2838,22,Female,7.2,6.0,2.6,59.5,60.5,2,Low,52.9
2839,22,Female,4.4,5.0,4.7,83.2,80.9,1,Low,45.9
2840,20,Male,8.8,5.4,4.3,54.9,47.7,3,Low,50.6
2841,22,Female,6.1,8.3,5.2,98.6,88.1,7,Medium,40.4
2842,18,Male,5.0,6.9,0.1,93.4,94.9,3,Low,52.2
2843,18,Female,1.6,6.3,5.8,81.3,61.2,10,Medium,19.2
2844,20,Female,5.2,4.7,2.0,91.0,82.4,10,High,35.8
2845,23,Female,8.4,6.2,5.9,94.4,48.9,9,Medium,54.1
2846,21,Male,6.5,5.4,1.5,63.0,81.4,3,Low,34.7
2847,19,Male,8.5,8.7,2.8,92.5,41.3,6,Medium,61.2
2848,21,Male,5.4,8.4,2.1,59.7,49.0,2,Low,48.9
2849,22,Male,2.1,4.4,2.1,70.7,82.6,8,High,21.1
2850,19,Female,1.1,6.6,5.1,77.9,82.7,10,Medium,14.0
2851,25,Male,3.7,5.1,4.5,85.7,78.5,5,Medium,25.9
2852,20,Male,7.3,6.1,6.0,51.5,68.6,2,Low,44.4
2853,20,Female,8.1,8.4,3.7,64.5,80.5,7,Medium,45.1
2854,23,Female,3.7,6.6,2.8,80.4,86.4,3,Low,33.1
2855,19,Male,5.5,5.7,0.5,67.9,98.0,5,Medium,32.1
2856,18,Female,4.8,5.0,6.0,88.8,93.3,9,High,34.7
2857,19,Male,4.7,8.0,3.3,82.6,87.7,1,Low,51.3
2858,22,Female,3.1,7.1,4.2,61.7,81.7,2,Low,23.0
2859,18,Male,2.2,6.3,2.4,57.3,74.4,5,Medium,23.4
2860,24,Male,2.8,5.1,3.3,81.5,47.2,4,Low,31.6
2861,24,Male,1.5,5.7,5.7,72.5,49.9,1,Low,35.4
2862,25,Male,2.8,8.8,1.0,58.4,89.2,7,Medium,21.5
2863,24,Male,1.1,6.6,1.8,66.3,88.2,9,Medium,8.0
2864,20,Female,6.6,6.0,0.9,65.2,76.9,1,Low,51.2
2865,19,Male,3.8,6.6,4.8,55.4,66.3,8,Medium,19.6
2866,24,Male,9.8,7.9,0.4,77.3,41.6,9,Medium,63.3
2867,21,Male,2.7,5.7,0.5,88.2,59.6,2,Low,39.0
2868,23,Male,4.1,4.9,1.8,78.8,65.2,1,Low,40.3
